name,state,stars,category
Goody Cafe,MO,3.0,Vietnamese
Pho Viet Hoa,PA,4.5,Vietnamese
Sakura Mart,IN,4.0,Korean
Number One Chinese Restaurant,IN,2.0,Chinese
Aroi Thai Tsuyu,FL,3.5,Thai
Desi Hut Cafe & Grill,PA,3.0,Indian
Circles Contemporary Asian,PA,3.5,Thai
Asian Fusion Garden,PA,3.0,Thai
Soho Sushi Burrito,NV,4.0,Japanese
Vista,MO,4.0,Japanese
Gabby’s,PA,4.0,Vietnamese
Banh Mi Saigon Baguette,FL,4.0,Vietnamese
Szechuan Garden Inn,PA,3.5,Vietnamese
Tandoori Restaurant,DE,3.0,Indian
Sushi Train,TN,3.5,Chinese
Bird by Bird,LA,5.0,Indian
BBQ Chicken PA,PA,3.5,Korean
BOBQ,MO,4.5,Korean
New Queen Chinese,PA,3.0,Chinese
Bawarchi,FL,3.5,Indian
Fu Hai Restaurant,PA,3.5,Chinese
Pho Ha Tien,FL,4.0,Vietnamese
Ume No Hana,PA,4.0,Chinese
Shanghai Gourmet Chinese Restaurant,PA,3.5,Chinese
China Express,NJ,3.5,Chinese
Miss Saigon,MO,3.5,Vietnamese
China King,FL,3.5,Chinese
Pho Manchester,MO,3.5,Vietnamese
Laughing Planet Cafe,NV,4.5,Korean
Tasty Spoon,FL,4.5,Indian
Jazz Thai Restaurant,FL,3.5,Thai
Black Dynasty Ramen,TN,4.5,Japanese
Taco & Ramen,PA,5.0,Japanese
Rice Restaurant,DE,4.0,Chinese
Asia Market & Thai Phooket 3,TN,3.5,Thai
Heung Fa Chun Sweet House,PA,4.5,Chinese
Mt. Fuji,PA,4.0,Japanese
Huong Tram,PA,4.0,Vietnamese
Sweet Basil Thai Café,MO,2.5,Thai
Bangkok Kitchen Thai Restaurant,IN,4.5,Thai
Chinese Buffet,IL,3.5,Chinese
Fu Yu Chinese Kitchen,MO,3.5,Chinese
Magasin Vietnamese Cafe,LA,4.0,Vietnamese
Ding Tea Tampa,FL,4.5,Vietnamese
Nirvana Fine Indian Cuisine,DE,3.0,Indian
Jimbo's Sushi & Korean Food,TN,4.5,Korean
Dragon Palace,LA,3.0,Chinese
Pastoral Korean Restaurant,PA,3.5,Korean
J C Chinese Restaurant,PA,2.0,Chinese
Great Wall,PA,3.0,Chinese
China Garden,FL,3.5,Chinese
Sushi Cortaro,AZ,4.0,Japanese
Jade Garden,PA,2.5,Chinese
Ming Hong Chinese Restaurant,NJ,3.5,Chinese
Pin Wei,PA,4.5,Chinese
Banh Mi & Roll Factory,TN,4.5,Vietnamese
China Super Buffet,TN,2.0,Chinese
Kababish,MO,4.0,Indian
Umi,LA,3.5,Japanese
Tiffin Indian Cuisine,PA,4.5,Indian
Panda Express,IN,3.0,Chinese
Peking Inn,PA,2.5,Chinese
Dove M Bistro,AZ,4.0,Chinese
TD Seafood & Phó House,LA,4.5,Vietnamese
Budsi's Authentic Thai,LA,4.5,Thai
Hibachi Grill & Supreme Buffet,PA,2.0,Chinese
Great Wall,NJ,4.0,Chinese
Amma's South Indian Cuisine,PA,4.0,Indian
P.F. Chang's,AZ,3.5,Chinese
Phó Lee,TN,4.5,Vietnamese
Quik Wok Restaurant,ID,2.0,Chinese
China Diner,NV,3.0,Chinese
K-Chicken & Bowl,FL,4.0,Korean
Souksavanh,TN,4.0,Vietnamese
China Moon,FL,3.5,Chinese
Fu Lee Chinese Restaurant,MO,2.5,Chinese
China Wok,FL,4.5,Chinese
Tachibana,MO,4.0,Japanese
OORI,PA,4.0,Korean
P.F. Chang's,NJ,3.0,Chinese
Wings On,TN,3.5,Chinese
Wing Wah Chinese Restaurant,PA,3.5,Chinese
Midori Japanese Korean Restaurant,TN,4.0,Korean
Eastern Dragon Chinese & Japanese Restaurant,PA,3.5,Chinese
Ahi Sushi,PA,4.0,Japanese
Akia Japanese Fusion,PA,4.0,Thai
Aoyama Ramen,PA,4.5,Japanese
China House,PA,3.5,Chinese
Yummy House,FL,4.0,Chinese
K Pot South Philly,PA,4.0,Korean
Ursa Major,LA,3.5,Thai
MoPho,LA,2.5,Vietnamese
Delhi Palace,IN,4.0,Indian
No 1 Chinese Restaurant,TN,3.0,Chinese
Little Korea BBQ,LA,4.0,Korean
China House,PA,3.0,Chinese
Dover Food and Grocery,FL,4.5,Chinese
Nickel City Sushi & Sports Bar,FL,3.5,Vietnamese
Andorra Ping Pong,PA,4.0,Chinese
Taste of China,FL,3.5,Chinese
Wudon Korean BBQ,MO,4.0,Korean
R & G's Ping Pong,PA,3.5,Chinese
Ivory Chinese Bistro,FL,3.5,Chinese
Panda Express,IN,3.0,Chinese
Tokyo Fusion Japanese Restaurant,PA,2.5,Japanese
Apna Bazar,FL,3.0,Indian
Nomzilla! Sushi Et Cetera,TN,3.5,Japanese
Chinese Country Inn Restaurant,NJ,3.0,Chinese
Jewel’s Noodle Kitchen,AZ,4.5,Chinese
Thai Pavilion,MO,4.5,Thai
NAM Vietnamese Kitchen,PA,3.5,Vietnamese
China House,NJ,2.0,Chinese
208 Pho & Vegan,ID,4.5,Vietnamese
China One,TN,3.0,Chinese
SOHO Asian Cuisine,LA,4.0,Chinese
Thai Asian Cuisine,MO,4.5,Thai
88 China II,IL,4.5,Chinese
China 1,FL,4.0,Chinese
Thuy Cafe,FL,4.0,Vietnamese
Grand East Buffet,DE,3.0,Chinese
South Sea Thai Kitchen,PA,4.5,Thai
ThienNa Deli,FL,4.0,Vietnamese
Siri's Thai French Cuisine,NJ,4.0,Thai
Wasabi Reno,NV,3.0,Japanese
Good Friend Chinese Restaurant,NJ,4.0,Chinese
Ho Choi Express,FL,3.5,Chinese
Rotisseur,PA,3.5,Vietnamese
Espresso Cafe & Sushi Bar,PA,3.5,Japanese
Wei Hong Seafood Restaurant,MO,3.5,Chinese
The Eastern Peak,TN,4.0,Thai
Webster Wok,MO,3.5,Chinese
Panda Express,PA,3.5,Chinese
Shogun Japanese Steakhouse,MO,3.0,Japanese
China Buffet,FL,2.0,Chinese
Schiro's Cafe,LA,4.0,Indian
The Blue Pearl,MO,4.5,Thai
Dragons Place,MO,4.0,Chinese
Biryani Bowl Indian Cuisine,PA,4.0,Indian
Mai Tai,LA,2.5,Thai
Jade Harbor,PA,3.0,Chinese
Vui’s Kitchen,TN,3.5,Vietnamese
Colonial Quy Bau,PA,4.0,Vietnamese
Sekisui,MO,3.0,Japanese
Sansai Japanese Grill,MO,3.0,Japanese
Chin's Asia Fresh,IN,4.5,Chinese
Fuji Fine Japanese Cuisine,PA,3.5,Japanese
Sum Yum Yum,TN,3.0,Vietnamese
Ashoka Palace,MO,2.5,Indian
Twin Dragon Chinese Restaurant,NV,3.5,Chinese
Wok King Chinese Resturant,ID,2.5,Chinese
Nudo House STL,MO,4.5,Vietnamese
Hibachi Express Tarpon Springs,FL,4.5,Japanese
Mt Fuji Japanese Restaurant,NJ,4.0,Japanese
Evergreen,DE,3.0,Chinese
Vui's Kitchen,TN,3.5,Vietnamese
Sang Kee Asian Bistro,PA,4.0,Chinese
China Star,PA,3.5,Chinese
Asian Buffet,FL,3.0,Chinese
Saigon Cafe,FL,4.5,Vietnamese
Dawat Fast Food & Restaurant,NV,4.5,Indian
Heng Seng Restaurant,PA,4.5,Vietnamese
East Buffet,AZ,3.0,Chinese
Bawarchi,MO,3.5,Indian
Mama Lu,CA,3.0,Chinese
Sammy Chon's KTown Express,NJ,4.5,Korean
Naan & Kabab,NV,4.0,Indian
China Buffet,IN,1.5,Chinese
Rolls N Bowls,LA,4.0,Vietnamese
Jade Buddha Chinese Restaurant,LA,3.0,Chinese
Good Flavor,PA,3.0,Chinese
Kobe Italian,FL,3.5,Japanese
Phuc Loi,MO,4.0,Vietnamese
Tuk Tuk Thai Fusion,FL,4.5,Thai
Easton Buffet,PA,2.5,Chinese
Teriyaki Madness,NV,3.5,Japanese
King Food,PA,4.0,Chinese
Red King's BBQ,PA,3.5,Chinese
Palace of Asia PA,PA,4.0,Indian
Clay Oven,FL,3.5,Indian
Pei Wei Asian Kitchen,MO,3.0,Chinese
P.F. Chang's,PA,3.0,Vietnamese
Panda Palace,MO,3.5,Chinese
Thai Taste,IN,4.5,Thai
China Wok,FL,2.5,Chinese
Ateethi,PA,3.5,Indian
China Garden,FL,4.0,Chinese
Kim's Oriental Food,PA,4.0,Chinese
Hong Kong Restaurant,PA,4.0,Chinese
Jin China,FL,2.5,Chinese
Foon Ying Chinese Restaurant,IN,4.0,Chinese
Tokyo Japanese Cuisine,TN,3.0,Japanese
Senae Thai Bistro,AZ,4.0,Thai
Chef Zhang,NJ,5.0,Chinese
Thang Long Pho Restaurant,PA,4.5,Vietnamese
Electric Eggroll,LA,3.5,Chinese
Ming Garden,LA,3.5,Chinese
Wave Noodle,PA,3.5,Thai
King Food Restaurant,PA,4.0,Chinese
China Crossings,FL,3.0,Chinese
Surati Indian Street Food,TN,4.5,Indian
Hayashi Sushi,PA,4.5,Japanese
Asian Cafe,CA,4.0,Vietnamese
Golden Dragon Chinese Restaurant,IL,3.5,Chinese
Khao Kaeng by Empty Bowl Gourmet Noodle Bar,CA,4.5,Thai
Pho Kang,LA,4.0,Vietnamese
Peking House,LA,3.5,Chinese
Thai Sushi House,IN,4.0,Thai
Yen Ching Bakery,ID,4.5,Chinese
Bawarchi Indian Cuisine,NV,4.0,Indian
Kao Tip,PA,4.0,Thai
Khyber Indian Fusion,NJ,3.5,Indian
Ho Sai Gai,PA,2.5,Chinese
LaoWang Burger,CA,4.5,Chinese
India Gate,NV,4.0,Indian
Village Restaurant,IN,4.0,Indian
iPho,PA,4.5,Vietnamese
China King,IN,3.0,Chinese
Dong Khanh Vietnamese Restaurant,ID,2.5,Korean
Fast n Fresh,IN,4.5,Indian
M Kee,PA,4.0,Chinese
Shish Kabob,TN,4.0,Indian
Cafe East,LA,3.5,Chinese
Yen Ching Restaurant,MO,3.5,Chinese
Bangkok Jazz Thai Restaurant,FL,4.0,Thai
Nami Ramen,MO,3.5,Japanese
Mirch Masasla,PA,3.5,Indian
Oriental Pearl Restaurant,PA,4.0,Chinese
Nimit Palace,NJ,4.5,Indian
Thai Aroma,PA,4.0,Thai
Minami Japanese Steakhouse,TN,4.0,Japanese
Karachi Kabab & Grill,IN,4.5,Indian
Panda Express,AZ,2.0,Chinese
DuBu,PA,4.5,Korean
Superfood and Gyros House,IN,4.5,Indian
Corea House,MO,3.0,Korean
Happy Dragon,IN,3.0,Chinese
Shangri La,NJ,4.0,Chinese
Ichigo,MO,2.0,Japanese
Super Wok,PA,3.5,Chinese
Green Garden,PA,3.0,Chinese
Tarka Indian,LA,2.5,Indian
Jason's Toridasu,PA,4.5,Japanese
Banh Mi Saigon,FL,4.5,Vietnamese
Genghis Grill,NV,2.5,Chinese
Silver Fork Thai & Japanese Cuisine,PA,4.0,Thai
Saigon 88,NV,4.0,Vietnamese
Takee Outee,FL,3.0,Chinese
Han Dynasty,PA,3.5,Chinese
No 1 Chinese,TN,3.5,Chinese
Joy Chalet Cuisine,PA,4.0,Chinese
Panda Express,CA,2.5,Chinese
Oya Sushi,FL,4.0,Korean
MAMA's Indian Kitchen & Food Mart,NJ,4.5,Indian
Shomi Sushi & Seafood,FL,4.5,Japanese
Fuji Japanese Steak House,TN,2.0,Japanese
Bun Cha Hanoi,FL,5.0,Vietnamese
Sitas Indian Cuisine,PA,3.0,Indian
V & V Vietnamese Cuisine,TN,5.0,Vietnamese
Stone Age Restaurant,CA,3.5,Chinese
Kampachi Sushi and Hibachi,NJ,3.5,Japanese
Bombay Express,PA,2.5,Indian
Americana Asian Kitchen,PA,4.0,Thai
Pho Saigon,PA,3.5,Vietnamese
Panda Express,AZ,3.0,Chinese
813 Chinese Food,FL,3.5,Chinese
Casa Bonita International Cuisine,PA,4.0,Korean
Jay Asian Bistro,NJ,3.5,Thai
Ming River Chinese Restaurant,PA,2.5,Chinese
Jasmine Oriental Cuisine,NJ,3.5,Thai
China Pan Buffet & Grill International Cuisine,TN,2.0,Chinese
Bando Korean Restaurant,IN,4.0,Korean
Magnificent Garden,ID,3.5,Korean
Temple Star,PA,3.0,Chinese
Sarku Japan,AZ,4.0,Japanese
Thai Town,FL,4.0,Thai
Hao Wah Chinese Restaurant,FL,3.5,Vietnamese
Miyako Sushi Bar & Hibachi Grill,FL,2.5,Japanese
Mulan Chinese Restaurant,NJ,3.5,Chinese
Chung King Garden,PA,3.5,Chinese
Bonchon Philadelphia,PA,3.5,Korean
Panda Express,NV,2.5,Chinese
Burger King,FL,2.5,Chinese
Ebisu Sushi Shack,FL,4.5,Japanese
Kawaii Kitty Cafe,PA,4.5,Japanese
Teikoku,PA,4.0,Thai
Lucky Chinese Restaurant,AZ,3.0,Chinese
Golden Place Chinese Restaurant,PA,3.5,Chinese
Bangkok Market,TN,4.5,Thai
Kim Van Restaurant,MO,4.0,Chinese
Hong Luck Restaurant,PA,4.0,Chinese
Best China Garden,PA,3.0,Chinese
Xu's Fu Zhou Cuisine,PA,4.0,Chinese
Teriyaki Chef,PA,4.5,Japanese
Tazia Restaurant,PA,3.0,Indian
Rising Tide,PA,3.0,Chinese
Hai Street Kitchen & Co,PA,3.5,Japanese
China Wok,FL,3.0,Chinese
Everest Indian Grocery Store,DE,3.5,Indian
China King,MO,3.0,Chinese
Dim Sum Garden,PA,4.0,Chinese
International Noodles,PA,3.5,Vietnamese
Siam Thai Restaurant,NJ,4.0,Thai
Jumbo Chinese Restaurant,IN,3.0,Chinese
Little Basil,PA,4.0,Chinese
Zutto Japanese Restaurant,ID,4.0,Japanese
One Bar and Grill,FL,3.0,Japanese
Panda Express,PA,3.0,Chinese
International Market & Restaurant,TN,3.5,Thai
Bay Leaves,FL,4.5,Indian
Pelicana Chicken,PA,4.5,Korean
Asian Bamboo House,PA,4.0,Chinese
Thai Nine Restaurant,IN,4.5,Thai
China King - Belleville,IL,3.0,Chinese
King House Chinese Restaurant,NJ,4.5,Chinese
Bangkok Siam,FL,4.5,Thai
Osaka,PA,2.5,Thai
Panda Garden,PA,4.0,Chinese
Tokyo  Express,FL,4.5,Chinese
Hong Kong Cafe,PA,3.0,Thai
ASO Ramen,IN,3.5,Japanese
Thai Ni Yom,TN,4.5,Thai
Osaka,PA,3.5,Japanese
Golden Garden,PA,4.0,Chinese
Super House,PA,3.0,Chinese
Joy Luck Buffet,MO,3.5,Chinese
Bangkok Cuisine Thai Restaurant,FL,4.5,Thai
Panda Express,MO,2.5,Chinese
Kowloon Restaurant,PA,4.5,Thai
Lemon Grass Thai Restaurant,PA,3.0,Thai
Yoi Tomo Sushi & Grill,ID,4.0,Japanese
Lai Lai Brothers,PA,4.0,Korean
Little Tokyo,MO,3.0,Japanese
Pho 779,ID,3.0,Vietnamese
H Mart - Philadelphia,PA,4.5,Korean
Happy Teriyaki,ID,4.0,Japanese
Rolls & Spicy,NV,3.5,Korean
Hong Kong Cuisine,IN,3.5,Chinese
Ai Ramen,PA,3.0,Japanese
Misoya Sushi,PA,4.5,Japanese
Santa Barbara Craft Ramen,CA,4.0,Japanese
Tashan,PA,4.0,Indian
China King,MO,3.5,Chinese
Chuan Kee Skewer,PA,4.5,Chinese
Thai Coconut,FL,3.5,Thai
Pomelo NOLA,LA,5.0,Thai
Haveli Virasat,PA,4.5,Indian
1 Stop Sushi Express,MO,5.0,Japanese
Karen Thai & Sushi,TN,4.5,Thai
Bawarchi Biryani Point,DE,3.5,Indian
Shogun Sushi,ID,4.0,Korean
Pinji's Cafe,DE,3.5,Korean
E Sushi & Grill,FL,4.5,Japanese
Pinji's Cafe,DE,4.5,Japanese
La Na Thai French Cuisine,PA,3.5,Thai
Mongolian Grill,ID,3.0,Chinese
Kogi Grill,FL,4.5,Korean
China99,FL,3.0,Chinese
Grill Fish Café,PA,4.0,Vietnamese
Everest Restaurant & Bar,TN,4.5,Indian
China Star Super Buffet,NV,2.5,Chinese
Sakura Express,CA,2.0,Japanese
Bamboo Garden,TN,2.5,Chinese
Andy's Chicken,PA,4.0,Korean
Bollywood Aroma Indian Cuisine,FL,4.0,Indian
Sukho Thai,FL,4.0,Thai
Lemon Grass Thai Kitchen,FL,3.5,Thai
Pei Wei Asian Kitchen,FL,3.0,Korean
Saffron Indian Cuisine,PA,3.0,Indian
Bibi Ji,CA,3.5,Indian
China Bowl Restaurant,PA,3.0,Chinese
WOOJUNG Sushi,PA,4.5,Japanese
China Pearl Restaurant,LA,3.0,Chinese
Ja Bowl China Express,IL,4.0,Chinese
Golden Star Chinese Restaurant,FL,3.5,Chinese
Ling & Louie's Asian Bar and Grill,NV,3.5,Chinese
Sitar India,PA,4.0,Indian
New South China,PA,3.0,Chinese
Panda Express,FL,3.0,Chinese
Delhi Palace Restaurant,IN,4.0,Indian
Pho Saigon,PA,4.0,Vietnamese
Nam Phuong,PA,4.0,Vietnamese
Nomzilla! Sushi Et Cetera,TN,4.0,Japanese
Seorabol Korean Restaurant,PA,4.0,Korean
Asian Bistro,PA,4.5,Japanese
Hinoki Sushi,NV,4.0,Japanese
Ming Gardens Restaurant,FL,4.0,Chinese
Samurai Blue Sushi & Sake Bar,FL,4.0,Japanese
Golden One,PA,3.5,Chinese
Hikaru,PA,2.5,Japanese
Hunan Delight,PA,2.5,Chinese
Tava,LA,4.5,Indian
China Wok,MO,4.0,Chinese
Gummlai Thai,PA,4.5,Thai
Oh Yeah,FL,3.5,Vietnamese
Hibachi & Chinese Restaurant,PA,1.5,Chinese
Lilly’s Restaurant,PA,4.5,Indian
Crabby Cafe and Sports Bar,PA,3.0,Vietnamese
Virundhu,PA,4.0,Indian
Ichicoro Ramen,FL,4.0,Japanese
Tiger Lily 2,IN,4.5,Korean
Aavya Indian Cuisine,PA,5.0,Indian
Mod India Restaurant,PA,4.5,Indian
On Time Seafood Restaurant,IN,3.5,Chinese
Sakana,PA,4.5,Japanese
Little Pepperoni,FL,4.0,Indian
Pho Kien Giang 2,FL,4.0,Vietnamese
Apna Indian Kitchen,CA,4.5,Indian
Tokyo Sushi & Catering,PA,3.0,Chinese
La Chinita Poblana,IN,3.5,Korean
Shagun Indian Restaurant,PA,4.0,Indian
Indian Hut Exton,PA,3.0,Indian
Wong Fu,FL,3.0,Chinese
A Taste of Thai,NV,4.0,Thai
China Panda Asian Cuisine,PA,3.0,Thai
Fujiyama Thai & Sushi Bar,FL,3.0,Thai
Nadia's Thai,PA,4.0,Thai
Sushi Yama,FL,4.5,Japanese
Koi Palace,MO,2.5,Chinese
Chinese Box,AZ,1.5,Chinese
China King,NJ,3.5,Chinese
Nara Hibachi Express,IN,3.5,Japanese
Lemay Wok,MO,4.0,Chinese
T'ever Cafe,PA,4.5,Vietnamese
Kobe Japanese Steakhouse - New Tampa,FL,4.0,Japanese
Gogi Korean Restaurant,LA,4.0,Korean
Fuzion Spice,FL,5.0,Korean
Sushiman,PA,4.5,Japanese
Spring Garden Chinese,FL,2.5,Chinese
Asian Bistro,AZ,3.5,Chinese
China Wok,MO,3.5,Chinese
Rooster's Hot Chicken,TN,3.5,Indian
Ming Garden Chinese Restaurant,NJ,3.5,Chinese
Golden Bowl,PA,2.5,Chinese
Gogi BBQ,PA,4.0,Korean
Panai Thai Restaurant,FL,4.5,Thai
Rice & Mix,PA,3.5,Korean
FusZen Bistro,TN,4.0,Japanese
Golden Dragon Restaurant,AZ,2.5,Chinese
Sweetie Cup Thai Cafe,MO,4.5,Thai
Naked Tchopstix on 96th st.,IN,3.5,Korean
China House,LA,2.5,Chinese
Osaka Sushi Cafe,IL,4.5,Korean
Kim Ngan,MO,4.5,Vietnamese
KitzMo Sushi,NV,3.5,Japanese
Saigon Grill,ID,2.5,Vietnamese
Asian Bento Cafe,PA,2.0,Chinese
Lo Chinese Restaurant,PA,2.5,Chinese
Mikimoto,LA,4.0,Japanese
Osaka,NJ,4.0,Japanese
Lisa's Chop Suey,MO,4.0,Chinese
Beijing Chinese Restaurant,PA,3.5,Chinese
Bangkok Fusion Cafe,FL,4.5,Thai
Sang Kee Noodle House,PA,3.0,Chinese
Sushi Boat Restaurant,NV,3.0,Korean
Zpan Hibachi And Sushi Bar,FL,3.5,Japanese
Pei Wei,FL,3.5,Chinese
Thai Cafe Restaurant,IN,4.0,Thai
Ming Lok Chinese Restaurant,NJ,3.5,Chinese
New China King,FL,4.0,Chinese
Jade Garden,IL,3.5,Chinese
Oriental Express,ID,4.0,Chinese
Crack Crab,PA,4.5,Japanese
Dragon House,IN,3.5,Chinese
Bamboozle Channelside,FL,4.0,Vietnamese
Best Thai & Sushi,FL,4.5,Thai
China 1,FL,3.5,Chinese
Shogun Japanese Restaurant & Sushi Bar,AZ,3.5,Japanese
Raw Cafe,PA,3.5,Japanese
Asian Sandwich Deli,AZ,3.5,Vietnamese
Friends Cafe,NJ,3.5,Korean
China Cafe,PA,3.5,Chinese
Happy Star Restaurant,PA,2.0,Chinese
The Olde Heights Bistro,FL,4.0,Japanese
Panda Express,FL,2.5,Chinese
Miss Saigon,AZ,4.0,Vietnamese
Shalimar Restaurant,TN,3.5,Indian
Wok 'N Roll,NJ,3.5,Chinese
China Yu,MO,4.0,Chinese
Panda Express,AZ,3.0,Chinese
Asian Palace,FL,2.0,Chinese
Season Wok,ID,2.5,Chinese
Super China Buffet,IN,3.0,Chinese
Papaya,PA,4.5,Vietnamese
Red Bowl,FL,4.5,Chinese
The Hidden Wok,AZ,3.0,Chinese
Ling & Louie's Asian Bar and Grill,ID,3.5,Chinese
Dong Phuong,LA,4.5,Vietnamese
Thai Nakorn Cuisine,NV,4.0,Thai
Panda Buffet,AZ,3.0,Chinese
Utage Japanese Restaurant,DE,4.0,Japanese
Cafe Thanh Truc,PA,4.5,Vietnamese
T'asia Sushi Bar & Thai Cuisine,FL,4.5,Thai
bd's Mongolian Grill,FL,3.5,Chinese
Dooriban,FL,4.5,Korean
China Bistro,IN,4.0,Chinese
Ginger Buffet and Grill,IL,3.0,Chinese
Cafe Korea,IN,4.5,Korean
Taste of India,MO,3.0,Indian
China Wok,TN,4.0,Chinese
Lucky Bamboo China Bistro,TN,3.5,Chinese
Arigato Japanese Steak House,FL,2.0,Japanese
Long Thanh Chinese and Vietnamese Food,IN,4.0,Vietnamese
Kaffir Thai Cuisine,PA,3.5,Thai
China 1,FL,2.0,Chinese
Yummy Yummy Chinese Restaurant,NJ,3.0,Chinese
East Cuisine,PA,3.5,Thai
P.F. Chang's,LA,3.0,Vietnamese
Cross Culture,PA,4.0,Indian
China King,IL,3.0,Chinese
Watami Sushi,NJ,4.0,Japanese
Pho Long Restaurant - South City,MO,4.0,Vietnamese
Nam Son Bakery,PA,4.5,Vietnamese
Paradise Biryani Pointe,PA,4.0,Indian
Amber Asian Cafe,PA,3.5,Thai
MyThai Kitchen,PA,4.5,Thai
Unique Chinese,DE,2.5,Chinese
Pad Thai Restaurant,PA,3.5,Thai
China One,FL,2.0,Chinese
Mizu Sushi and Hibachi,PA,4.5,Japanese
Banana Leaf,PA,3.5,Thai
Kampai Sushi,AZ,4.0,Korean
Shiao Lan Kung,PA,3.5,Chinese
Sichuan Chinese Restaurant,IN,3.5,Chinese
Royal Thai Bistreaux,LA,4.5,Thai
Happy Wok Chinese Restaurant,LA,4.0,Chinese
Wrap N' Roll,AZ,4.5,Thai
Pholicious Countryside Mall,FL,3.5,Vietnamese
Karuna's Thai Plate,AZ,4.0,Thai
Kamita Asian Bistro,PA,3.5,Chinese
Osaka Sushi,PA,4.0,Japanese
China Wok,FL,3.5,Chinese
Chiang Mai,MO,5.0,Thai
Manee Thai Restaurant,MO,4.0,Thai
Ocean Asian Cuisine,NJ,3.5,Thai
Thai Kitchen,CA,3.5,Thai
Bombay Grill,ID,4.0,Indian
Kabuto Japanese Steak House,IN,3.0,Japanese
Lemon Street Restaurant,PA,3.0,Chinese
China King,DE,3.0,Chinese
Volcano Japanese Cuisine,FL,4.0,Japanese
Choy Wong Kitchen,PA,4.0,Chinese
Nagwon Garden,PA,3.5,Korean
China Garden,PA,3.0,Chinese
Tasia Sushi Bar & Thai Cuisine,FL,3.5,Thai
Wanh's Thai To Go,FL,4.5,Thai
Wing & Hing Restaurant,NJ,2.5,Chinese
Dim Sum & Noodle,PA,4.0,Chinese
Chinese Eatery,LA,3.5,Chinese
Teriyaki Madness,IN,4.0,Japanese
Beijing Chinese Restaurant,IN,4.0,Chinese
New China Restaurant,TN,3.0,Chinese
Golden Palace,NJ,3.0,Chinese
Pei Wei Asian Kitchen,AZ,3.0,Chinese
Wok Out Restaurant,FL,3.5,Chinese
Saigon Noodle Bar,PA,4.0,Vietnamese
Indy Asian Cuisine,IN,4.0,Chinese
China Gardens,FL,4.0,Chinese
Siamese,LA,3.5,Thai
Tomo Sushi Japanese Restaurant,NJ,4.0,Japanese
Shangri-La,IL,4.0,Chinese
Bento Asian Kitchen,FL,3.0,Korean
Golden Wok,ID,3.0,Chinese
Panda Bistro,NJ,4.0,Chinese
Foody Asian Bistro,NJ,4.5,Chinese
Taste Of China,FL,2.5,Chinese
Two Guys From Hong Kong,NV,3.5,Chinese
Weis Markets,PA,3.0,Japanese
The Lotus Garden,AZ,3.5,Chinese
Hibachi Buffet at Clearwater FL,FL,2.0,Chinese
Yume Sushi Japanese Restaurant,CA,4.0,Japanese
Drunken Fish,MO,4.0,Japanese
Great Peking,MO,4.0,Chinese
Wok & Roast,PA,3.0,Chinese
MARU IYAGI - Hendersonville,TN,4.5,Japanese
Egg Roll King,NV,3.0,Chinese
Jade Bistro,FL,4.0,Vietnamese
Erial Garden Chinese Restaurant,NJ,4.0,Chinese
Vango Lounge & Skybar,PA,2.0,Japanese
China Wok,NJ,3.5,Thai
Chinese Express,MO,2.5,Chinese
Reef Sushi & Sake,NV,3.0,Japanese
Chapati Beta,IN,4.5,Indian
Lucky Star Chinese,FL,3.5,Chinese
Ivory Mandarin Bistro,FL,3.0,Chinese
House of Szechuan,PA,4.0,Chinese
King Buffet,TN,2.5,Chinese
Hyderabad Palace,NJ,3.5,Indian
Jasmine Thai Restaurant,FL,3.5,Thai
Lun's Asia Chef,PA,3.5,Vietnamese
Thai Nana Restaurant,FL,3.5,Thai
Indian Nosh,PA,4.5,Indian
Pinto Thong Thai Cuisine,NJ,4.5,Thai
Sushi King,NJ,4.0,Japanese
Dosahut,FL,4.0,Indian
China Garden,TN,3.0,Chinese
Kapow Kitchen,PA,4.5,Thai
Lotus Garden At Newtown,PA,2.0,Chinese
Tasti Thai,DE,3.5,Thai
Tandoori King,IN,4.0,Indian
Panda Express,AZ,3.0,Chinese
China 1,FL,3.5,Chinese
New China,FL,3.5,Chinese
Su Tao Cafe,PA,3.5,Chinese
Arigato Japanese Steak House,FL,3.0,Japanese
Hong Kong Kitchen,PA,2.5,Chinese
Formosa,PA,3.5,Chinese
New Deshi Village Halal Restaurant,PA,3.5,Indian
No 1 China Buffet,FL,2.0,Chinese
La Chinita Poblana,IN,4.5,Chinese
Banh Mi and Bottles,PA,4.0,Vietnamese
Happy China,FL,4.0,Chinese
Hunan Express,TN,3.5,Chinese
Cafe Nhan,PA,4.5,Vietnamese
China Boys,NJ,3.5,Chinese
Red Bloom Asian Kitchen,NV,3.5,Korean
Hai Street Kitchen & Co,PA,3.0,Japanese
Mongolian Bar-B-Que Buffet,MO,3.0,Vietnamese
Pei Wei,MO,3.0,Chinese
Mr Wong's Chinese Restaurant,PA,3.5,Chinese
Asian Wok Mae Anne,NV,3.5,Chinese
Pho Quyen Vietnamese Restaurant,FL,3.5,Vietnamese
Nam Vang Restaurant,PA,3.5,Vietnamese
ASIE,CA,3.0,Chinese
Evergreen Express Chinese Restaurant,TN,3.0,Chinese
Mina's Thai,AZ,2.5,Thai
Koizi Endless Hibachi & Sushi Eatery,FL,3.0,Japanese
Four Seasons Vietnamese Restraurant,MO,4.0,Vietnamese
